Survived,Pclass,Age,SibSp,Parch,Fare,HasCabin,FamilySize,IsAlone,FarePerPerson,Fare_log,Sex_female,Embarked_C,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Pclass_x_Fare
0,1,29.343990111089028,1,1,43.54448090059028,0,3,0,14.514826966863426,3.796488260733739,0,0,1,0,0,0,1,3.796488260733739
0,3,29.843532548220768,1,1,6.191659833342674,0,3,0,2.0638866111142247,1.972921998128417,0,1,0,0,1,0,0,5.918765994385251
1,3,30.08539082527925,1,0,3.348080194061128,0,2,0,1.674040097030564,1.46973441298518,1,0,1,0,0,1,0,4.40920323895554
1,3,35.73122804296243,0,0,15.17254871054662,0,1,1,15.17254871054662,2.7833152808681887,1,0,0,0,0,1,0,8.349945842604566
0,3,21.122757626247544,1,1,48.34835704148011,0,3,0,16.1161190138267,3.8989044733593454,0,1,0,0,1,0,0,11.696713420078037
0,3,29.843532548220768,0,0,2.6473774966122283,0,1,1,2.6473774966122283,1.2940084152749842,0,1,0,0,1,0,0,3.882025245824953
0,3,36.08901140549106,0,2,12.454781498887288,1,3,0,4.151593832962429,2.5993345446480705,0,0,1,0,1,0,0,7.798003633944211
1,1,26.91405183026176,0,0,46.365391568464936,0,1,1,46.365391568464936,3.857891826335761,1,0,0,1,0,0,0,3.857891826335761
1,1,14.778675018925078,0,0,49.71410183617312,0,1,1,49.71410183617312,3.926204014647929,1,1,0,0,0,1,0,3.926204014647929
0,1,50.204202829603176,1,0,24.63107847600402,0,2,0,12.31553923800201,3.2438056181486776,0,1,0,0,0,0,1,3.2438056181486776
0,2,46.162989023635504,0,1,36.095424629790514,0,2,0,18.047712314895257,3.6134936366656203,0,0,1,0,0,0,1,7.226987273331241
1,2,29.930379863891222,0,0,13.74655577933684,0,1,1,13.74655577933684,2.6910095490333066,1,1,0,0,0,1,0,5.382019098066613
0,2,25.598539624234085,0,0,16.22797949075775,0,1,1,16.22797949075775,2.8465347767313083,0,0,0,0,1,0,0,5.693069553462617
1,3,36.80591904596119,0,6,4.979942906301428,0,7,0,0.7114204151859183,1.7884110204757304,1,0,1,0,0,1,0,5.365233061427191
0,2,25.395959044514484,0,0,4.1536375788999305,0,1,1,4.1536375788999305,1.6397027913448212,0,0,1,0,1,0,0,3.2794055826896424
0,2,25.598539624234085,0,1,1.8594120439979,0,2,0,0.92970602199895,1.0506160246757843,0,0,0,0,0,0,1,2.1012320493515686
0,3,29.843532548220768,1,0,17.154867803125377,0,2,0,8.577433901562689,2.8989387232713706,0,0,1,0,1,0,0,8.696816169814111
1,1,29.343990111089028,0,1,18.349585581695,0,2,0,9.1747927908475,2.9626710022797775,0,0,1,0,0,0,1,2.9626710022797775
0,3,18.14112456220157,0,0,16.048537420390208,0,1,1,16.048537420390208,2.8360644182547614,0,0,1,0,1,0,0,8.508193254764285
1,1,18.89630763079245,0,2,41.5727455064648,0,3,0,13.857581835488267,3.751214271687239,1,0,0,0,0,1,0,3.751214271687239
0,3,32.627701148317584,1,2,7.363321953643751,0,4,0,1.8408304884109377,2.1238557110449374,0,0,1,0,1,0,0,6.371567133134812
1,3,13.94177246785812,0,0,8.676587862641899,0,1,1,8.676587862641899,2.269709345619309,0,0,1,0,1,0,0,6.809128036857927
1,1,11.936325390187136,0,0,38.50600066722861,0,1,1,38.50600066722861,3.676452575995107,0,0,1,0,0,0,1,3.676452575995107
1,1,29.323202396082262,0,0,8.90816779557747,1,1,1,8.90816779557747,2.293359446846799,0,1,0,0,0,0,1,2.293359446846799
0,3,36.32961423858031,0,0,5.076263945743805,0,1,1,5.076263945743805,1.8043900244983349,0,0,1,0,1,0,0,5.413170073495005
0,3,33.60590679424291,0,1,14.930997583344023,1,2,0,7.465498791672012,2.7682667448955622,0,1,0,0,1,0,0,8.304800234686686
0,3,27.826502137492653,1,0,15.014775158474752,1,2,0,7.507387579237376,2.7735117435292085,1,0,0,1,0,0,0,8.320535230587625
0,3,19.76789664468341,0,0,4.619455348634441,1,1,1,4.619455348634441,1.7262347461548562,0,0,1,0,1,0,0,5.178704238464569
1,1,20.94534639946029,0,0,51.77560135997379,0,1,1,51.77560135997379,3.966048988458167,0,0,1,0,0,0,1,3.966048988458167
0,2,12.510527630748,1,1,4.450209169519718,0,3,0,1.4834030565065728,1.6956539876670584,0,0,1,0,1,0,0,3.391307975334117
1,1,28.42435363304804,0,2,19.84024843496909,1,3,0,6.613416144989697,3.036886137877887,1,0,1,0,0,1,0,3.036886137877887
0,3,30.86502753065428,0,0,0.3194405030069349,1,1,1,0.3194405030069349,0.27720778538527974,1,0,1,1,0,0,0,0.8316233561558393
1,3,25.61597423897435,0,0,31.106790268841632,0,1,1,31.106790268841632,3.469067542620507,1,1,0,1,0,0,0,10.40720262786152
1,2,12.404948857836477,0,0,4.897977004400392,1,1,1,4.897977004400392,1.7746094115045736,0,1,0,0,1,0,0,3.5492188230091473
1,1,62.377878311569646,0,0,21.686038484146696,0,1,1,21.686038484146696,3.1217496905184983,0,0,1,0,0,0,1,3.1217496905184983
0,2,18.807308888602787,0,0,6.788578545301608,0,1,1,6.788578545301608,2.0526583715127193,0,0,1,0,1,0,0,4.105316743025439
0,2,42.3410602342249,1,0,2.8211464579929024,0,2,0,1.4105732289964512,1.3405504974849474,0,0,1,0,1,0,0,2.6811009949698947
0,3,29.843532548220768,3,0,13.968599380270147,0,4,0,3.492149845067537,2.70595463228216,0,0,1,0,1,0,0,8.11786389684648
0,3,23.06714590761287,0,0,1.0701905342242564,1,1,1,1.0701905342242564,0.7276406485603133,0,0,1,0,1,0,0,2.18292194568094
0,3,33.64325693229949,0,0,1.974226805514512,0,1,1,1.974226805514512,1.0899841079123889,0,1,0,0,1,0,0,3.269952323737167
0,3,29.843532548220768,0,0,14.178848523775718,1,1,1,14.178848523775718,2.719902914266627,0,0,0,0,1,0,0,8.159708742799882
1,1,23.516294773425464,1,0,34.86011463742803,0,2,0,17.430057318714017,3.5796256649768976,1,0,1,1,0,0,0,3.5796256649768976
0,3,34.15640132798435,0,0,16.86227259281224,1,1,1,16.86227259281224,2.8826908121917265,0,1,0,0,1,0,0,8.64807243657518
0,3,28.14465957331526,0,0,11.16748321819399,0,1,1,11.16748321819399,2.4987670834924676,0,0,1,0,1,0,0,7.496301250477403
1,3,38.2419460427852,1,0,4.051675030689079,0,2,0,2.0258375153445396,1.6197198775359138,1,1,0,0,0,1,0,4.859159632607741
0,3,22.243837897945543,1,0,14.415009846069502,0,2,0,7.207504923034751,2.7353417000709297,0,0,1,0,1,0,0,8.20602510021279
1,3,27.826502137492653,1,0,1.6934276459665654,0,2,0,0.8467138229832827,0.9908146003186052,1,0,1,0,0,1,0,2.9724438009558156
0,3,17.382835618158822,0,2,10.53195123231349,0,3,0,3.5106504107711634,2.4451215508661983,0,0,0,0,1,0,0,7.335364652598595
0,2,33.84327718129197,1,0,11.897092114091274,1,2,0,5.948546057045637,2.557001868444976,0,0,1,0,1,0,0,5.114003736889952
1,1,21.21175390314537,1,0,26.191374624480947,0,2,0,13.095687312240473,3.302899813618053,1,1,0,0,0,1,0,3.302899813618053
1,1,27.411824508686,0,0,77.81370982237353,1,1,1,77.81370982237353,4.367086964248061,1,0,1,0,0,1,0,4.367086964248061
1,1,27.411824508686,0,0,172.2447057403648,0,1,1,172.2447057403648,5.154705079105919,1,0,1,0,0,1,0,5.154705079105919
0,3,19.548459187708733,0,0,93.38915667126028,0,1,1,93.38915667126028,4.547426200783329,0,0,1,0,1,0,0,13.642278602349988
0,2,16.721534009333507,3,0,19.372890717591133,0,4,0,4.843222679397783,3.0142051307050326,0,0,1,0,1,0,0,6.028410261410065
0,3,46.92855217677428,0,0,7.106185434039751,1,1,1,7.106185434039751,2.092627404090496,0,0,1,0,1,0,0,6.2778822122714875
0,3,40.039070140965855,0,0,3.4956853065288565,1,1,1,3.4956853065288565,1.503118116042235,0,0,1,0,1,0,0,4.509354348126705
1,2,16.36468890427258,0,0,6.151803375528492,0,1,1,6.151803375528492,1.9673645452573454,1,0,1,0,0,1,0,3.9347290905146908
0,2,15.16324263520455,1,0,13.51459317529117,1,2,0,6.757296587645585,2.6751545692016947,0,0,1,0,1,0,0,5.350309138403389
1,3,22.447959222884144,0,0,6.2708141379236135,0,1,1,6.2708141379236135,1.9838682712347002,1,0,1,1,0,0,0,5.951604813704101
0,1,15.710696069167476,0,0,205.90530168042076,0,1,1,205.90530168042076,5.332261208784827,0,0,1,0,0,0,1,5.332261208784827
0,1,29.343990111089028,0,0,38.58401452639483,0,1,1,38.58401452639483,3.678425363186436,0,0,0,0,0,0,1,3.678425363186436
0,2,11.098891675732258,1,1,9.677623979655866,0,3,0,3.2258746598852888,2.3681503349660846,0,0,1,0,1,0,0,4.736300669932169
1,1,27.411824508686,0,0,40.63524689145286,0,1,1,40.63524689145286,3.7289470895717947,1,0,1,0,0,0,1,3.7289470895717947
1,3,33.26486172350679,0,0,24.819985732132576,0,1,1,24.819985732132576,3.2511488328285907,1,0,1,1,0,0,0,9.753446498485772
1,3,36.03358402132102,1,2,14.413455038649056,1,4,0,3.603363759662264,2.735240831770962,1,0,1,0,0,1,0,8.205722495312886
1,3,29.38726504875728,0,0,13.047269545531574,0,1,1,13.047269545531574,2.6424280384972723,1,0,1,0,0,1,0,7.927284115491817
0,3,27.826502137492653,1,0,5.57152120363796,0,2,0,2.78576060181898,1.8827453435402077,1,0,1,0,0,1,0,5.648236030620623
0,3,39.58638745532648,0,0,23.334144544665925,0,1,1,23.334144544665925,3.1918804893766253,1,0,1,1,0,0,0,9.575641468129875
1,1,29.343990111089028,0,1,3.2860072662929327,0,2,0,1.6430036331464664,1.4553555924052752,0,0,1,0,0,0,1,1.4553555924052752
0,3,17.345150777212574,0,2,28.035293686649407,1,3,0,9.345097895549802,3.3685121136910396,0,1,0,0,1,0,0,10.105536341073119
0,3,29.843532548220768,0,0,9.8499949686521,0,1,1,9.8499949686521,2.3841646162676606,0,0,1,0,1,0,0,7.1524938488029814
1,3,27.826502137492653,1,0,6.958416218889567,0,2,0,3.4792081094447833,2.074230012583452,1,0,1,1,0,0,0,6.222690037750356
0,3,44.592593916232445,0,0,9.4187189042042,0,1,1,9.4187189042042,2.343604082913036,1,0,1,0,0,1,0,7.0308122487391085
0,2,25.598539624234085,1,0,22.787831138200595,0,2,0,11.393915569100297,3.169174153206431,0,1,0,0,0,0,1,6.338348306412862
1,1,21.611842690982822,0,0,1.0791987934242824,0,1,1,1.0791987934242824,0.7319826240373002,1,0,1,0,0,1,0,0.7319826240373002
1,1,35.59896670255908,0,0,172.38732069721925,0,1,1,172.38732069721925,5.155527939972916,1,0,1,1,0,0,0,5.155527939972916
0,2,25.598539624234085,0,0,12.252875801427392,0,1,1,12.252875801427392,2.5842145704992685,0,0,1,0,1,0,0,5.168429140998537
0,3,41.9949837178977,4,1,5.754278143363597,0,6,0,0.9590463572272662,1.9101761031354965,0,0,1,0,1,0,0,5.730528309406489
0,3,7.035322111074461,0,0,2.0383535112706386,1,1,1,2.0383535112706386,1.1113157605608064,1,0,1,0,0,1,0,3.333947281682419
0,1,27.04066654929929,0,0,48.624598010744414,1,1,1,48.624598010744414,3.9044866384353893,0,1,0,0,0,0,1,3.9044866384353893
1,3,27.826502137492653,0,0,9.395729003360476,1,1,1,9.395729003360476,2.3413950490443773,1,0,1,0,0,1,0,7.024185147133132
1,2,51.20453081242789,0,1,10.70028525667309,0,2,0,5.350142628336545,2.4596132224187306,0,0,1,0,0,0,1,4.919226444837461
1,1,27.411824508686,0,0,95.3614887416815,0,1,1,95.3614887416815,4.568106627416464,1,0,1,0,0,1,0,4.568106627416464
1,1,34.31817322024105,1,0,45.88702528780677,1,2,0,22.943512643903386,3.847740990863162,1,0,1,0,0,1,0,3.847740990863162
1,2,30.57965454895384,0,0,67.37764076073312,1,1,1,67.37764076073312,4.225045881725531,1,0,1,0,0,1,0,8.450091763451063
1,3,48.82387481768348,1,0,12.5284603325511,1,2,0,6.26423016627555,2.604795639147961,0,0,1,0,1,0,0,7.814386917443883
1,2,58.81833184134433,0,2,34.10417139493449,0,3,0,11.36805713164483,3.558319966571058,1,0,1,0,0,1,0,7.116639933142116
0,3,28.520831253453352,0,0,1.5866021187626511,0,1,1,1.5866021187626511,0.9503450911290553,1,0,1,0,0,1,0,2.851035273387166
0,3,31.27810276958525,1,0,6.936601424359072,1,2,0,3.468300712179536,2.0714851514305246,0,0,1,0,1,0,0,6.214455454291574
1,2,29.930379863891222,0,0,8.502537501449634,0,1,1,8.502537501449634,2.2515588683559455,1,0,1,1,0,0,0,4.503117736711891
0,3,15.872783381239646,3,0,11.545908526080872,0,4,0,2.886477131520218,2.529394598565624,0,0,1,0,1,0,0,7.588183795696873
0,3,16.823776291942668,0,1,27.04514767742126,0,2,0,13.52257383871063,3.333815628677271,0,0,1,0,1,0,0,10.001446886031813
0,2,20.398169655061604,2,0,1.6886429326641983,1,3,0,0.5628809775547328,0.9890365803194328,0,0,1,0,1,0,0,1.9780731606388655
0,3,39.24710035104602,0,0,1.0322009158617589,1,1,1,1.0322009158617589,0.7091194007445542,0,0,1,0,1,0,0,2.1273582022336623
0,2,28.913786632193425,0,0,39.31427391025172,0,1,1,39.31427391025172,3.6967055975630814,0,0,1,0,1,0,0,7.393411195126163
1,2,29.930379863891222,0,0,4.954266809080428,1,1,1,4.954266809080428,1.7841080733262882,1,0,1,1,0,0,0,3.5682161466525764
0,1,47.52372300802013,0,2,92.81090502466633,1,3,0,30.936968341555442,4.541281107513414,0,0,0,0,0,0,1,4.541281107513414
1,3,27.826502137492653,0,0,10.724431991349078,1,1,1,10.724431991349078,2.461674868924263,1,0,1,0,0,1,0,7.38502460677279
0,3,20.024633781141,0,1,24.51100582946208,0,2,0,12.25550291473104,3.2391099602067683,0,0,1,0,1,0,0,9.717329880620305
0,1,26.081196805729554,0,1,11.225172758427483,0,2,0,5.612586379213742,2.5034971668297965,0,1,0,0,0,0,1,2.5034971668297965
0,2,58.69342948348561,0,0,2.8775615187904946,0,1,1,2.8775615187904946,1.355206481523743,0,1,0,0,1,0,0,2.710412963047486
1,3,20.313908857914,1,0,11.14872532308222,1,2,0,5.57436266154111,2.4972242526024666,1,0,1,1,0,0,0,7.4916727578074
0,1,35.614675449808146,0,0,228.22851785115293,0,1,1,228.22851785115293,5.434719400534981,0,1,0,0,0,0,1,5.434719400534981
1,1,29.343990111089028,0,0,45.03572639267163,1,1,1,45.03572639267163,3.8294177557544886,0,0,1,0,1,0,0,3.8294177557544886
1,3,15.273918769153909,0,0,5.424157713959533,1,1,1,5.424157713959533,1.8600655270839948,1,0,1,1,0,0,0,5.580196581251984
0,3,29.843532548220768,0,0,12.784229708841574,1,1,1,12.784229708841574,2.623525163976612,0,0,1,0,1,0,0,7.870575491929836
0,2,24.356453772890248,0,0,55.17976725244085,0,1,1,55.17976725244085,4.028556678777535,0,0,1,0,1,0,0,8.05711335755507
0,3,21.698359142981943,0,0,24.84580533035662,0,1,1,24.84580533035662,3.2521483181685995,0,0,1,0,1,0,0,9.756444954505799
0,3,27.826502137492653,2,0,73.98058141648772,0,3,0,24.660193805495908,4.317229165565348,1,0,1,0,0,1,0,12.951687496696046
0,1,29.016226353512693,1,0,1.9174807199467536,0,2,0,0.9587403599733768,1.0707204767408869,0,0,0,0,0,0,1,1.0707204767408869
0,3,52.5571399975578,0,0,1.6405802391048816,0,1,1,1.6405802391048816,0.9709986805482098,1,1,0,1,0,0,0,2.9129960416446297
0,2,20.77862086500661,0,0,19.46306655086785,0,1,1,19.46306655086785,3.018621629589122,0,1,0,0,1,0,0,6.037243259178244
1,3,15.95178556580445,0,1,23.53668230443421,0,2,0,11.768341152217104,3.200169234724712,1,1,0,0,0,1,0,9.600507704174136
1,3,27.826502137492653,0,0,4.600659090943733,0,1,1,4.600659090943733,1.7228842856269935,1,0,0,1,0,0,0,5.16865285688098
1,3,27.826502137492653,1,1,3.745570985874435,1,3,0,1.248523661958145,1.5572117590424226,1,0,1,0,0,1,0,4.671635277127268
0,1,26.372963220532704,0,0,129.89335815104087,0,1,1,129.89335815104087,4.874382931758726,0,0,1,0,0,0,1,4.874382931758726
0,3,29.150552443708392,0,0,0.7950617019436027,0,1,1,0.7950617019436027,0.5850393956912979,1,0,1,1,0,0,0,1.7551181870738937
0,2,25.598539624234085,0,0,9.543859509196505,0,1,1,9.543859509196505,2.355543653429777,0,1,0,0,1,0,0,4.711087306859554
0,1,26.933062502117384,0,0,59.20602636998051,0,1,1,59.20602636998051,4.097772453118153,0,0,1,0,0,0,1,4.097772453118153
0,1,29.343990111089028,1,0,69.02895786553304,0,2,0,34.51447893276652,4.248908840299139,0,1,0,0,0,0,1,4.248908840299139
0,3,52.26154883366375,0,0,17.86777810373876,0,1,1,17.86777810373876,2.937455604898057,1,0,1,1,0,0,0,8.81236681469417
1,3,47.486407336703074,1,0,6.004241491616432,0,2,0,3.002120745808216,1.9465158929292194,1,0,1,0,0,1,0,5.839547678787659
1,1,46.428104440268896,5,0,79.67528281236955,0,6,0,13.27921380206159,4.3904322435082,1,1,0,1,0,0,0,4.3904322435082
1,3,43.30096357307899,0,0,12.061230679320287,0,1,1,12.061230679320287,2.5696483521284383,0,0,1,0,1,0,0,7.708945056385315
1,1,37.38617920368504,1,2,66.630826482679,0,4,0,16.65770662066975,4.214063892163944,0,0,1,0,0,0,1,4.214063892163944
1,3,27.826502137492653,0,0,14.015026436718829,0,1,1,14.015026436718829,2.7090514621209785,1,0,1,1,0,0,0,8.127154386362935
0,1,29.343990111089028,4,0,25.230324526130072,0,5,0,5.0460649052260145,3.2669161661289734,0,0,1,0,0,0,1,3.2669161661289734
0,3,31.743063852792247,4,0,1.211729537609061,0,5,0,0.24234590752181223,0.793774805664123,0,0,1,0,1,0,0,2.381324416992369
0,2,18.222417172988685,1,0,2.6290256160891383,0,2,0,1.3145128080445692,1.2889641869244384,0,0,1,0,1,0,0,2.5779283738488767
0,3,56.22472315610146,0,1,3.484643411286563,0,2,0,1.7423217056432816,1.500658985390396,0,0,1,0,1,0,0,4.5019769561711875
0,1,23.97047541601936,1,0,58.25762291858408,1,2,0,29.12881145929204,4.081894428593397,0,0,1,0,0,0,1,4.081894428593397
0,2,11.787946461487897,0,2,37.99179655151832,0,3,0,12.66393218383944,3.6633512791712057,0,1,0,0,0,0,1,7.3267025583424115
0,1,29.343990111089028,1,0,101.49663420803586,0,2,0,50.74831710401793,4.629829961044545,0,0,1,0,0,0,1,4.629829961044545
0,3,33.810893543000965,1,0,21.31842753371326,1,2,0,10.65921376685663,3.105412684032812,0,0,1,0,1,0,0,9.316238052098436
1,3,18.22411731238424,0,2,5.922304548600343,0,3,0,1.9741015162001145,1.9347487414426956,1,1,0,1,0,0,0,5.804246224328087
0,2,26.212798892632588,0,2,10.735270384979438,0,3,0,3.578423461659813,2.462598869939078,0,0,1,0,1,0,0,4.925197739878156
0,3,11.92014703428794,0,0,6.8548017134986186,0,1,1,6.8548017134986186,2.061125028040604,0,1,0,0,1,0,0,6.1833750841218125
0,3,27.826502137492653,0,1,2.9185970741130527,1,2,0,1.4592985370565263,1.3657337004878527,1,0,1,1,0,0,0,4.097201101463558
0,3,28.205389352165167,0,0,0.8654366616434489,0,1,1,0.8654366616434489,0.6234951606199371,0,0,1,0,1,0,0,1.8704854818598116
0,3,26.890502903148864,1,1,12.245539389967917,1,3,0,4.081846463322639,2.5836608459392196,1,0,1,0,0,1,0,7.750982537817659
1,1,39.82518102078602,2,0,228.22851785115293,0,3,0,76.07617261705097,5.434719400534981,1,0,0,1,0,0,0,5.434719400534981
0,1,29.343990111089028,2,0,15.331446637536429,1,3,0,5.110482212512143,2.793092490782928,0,1,0,0,0,0,1,2.793092490782928
0,3,29.843532548220768,0,0,0.654992970419437,1,1,1,0.654992970419437,0.503796761339303,0,0,1,0,1,0,0,1.5113902840179088
0,3,36.0253269550642,1,0,20.714417483387056,0,2,0,10.357208741693528,3.0779764400864287,1,0,1,0,0,1,0,9.233929320259286
1,3,19.886070372402557,1,0,3.988563740425292,0,2,0,1.994281870212646,1.6071480407630403,1,1,0,0,0,1,0,4.821444122289121
0,2,18.16454845117973,0,0,36.63618006598123,0,1,1,36.63618006598123,3.6279658235411203,0,0,1,0,1,0,0,7.255931647082241
0,2,56.42353572766913,0,0,25.19566501584859,0,1,1,25.19566501584859,3.2655939396671045,0,1,0,0,1,0,0,6.531187879334209
1,3,24.279308898106382,0,0,39.90459038368471,0,1,1,39.90459038368471,3.7112422910708758,0,0,1,0,1,0,0,11.133726873212627
1,3,33.626394517314424,1,0,7.203681235925011,0,2,0,3.6018406179625053,2.1045829847411075,1,0,1,0,0,1,0,6.313748954223323
0,3,34.28458021242548,0,0,14.859296124671598,0,1,1,14.859296124671598,2.7637558346841264,0,0,1,0,1,0,0,8.29126750405238
